contig,contig_length,hits_per_contig,cov,GC-content,Average_AAI,closest_blast_hits
QBDW01000026.1,342171,0.00012859067542252267,Unknown,0.2522802926022369,61.413636363636364,Nilaparvata lugens; Diaphorina citri; Nicrophorus vespilloides; Microplitis demolitor; Cryptotermes secundus; Bemisia tabaci; Sipha flava; Tribolium castaneum; Halyomorpha halys; Halyomorpha halys; Nilaparvata lugens; Blattella germanica; Nilaparvata lugens; Nilaparvata lugens; Anoplophora glabripennis; Nilaparvata lugens; Nilaparvata lugens; Nilaparvata lugens; Nilaparvata lugens; Frankliniella occidentalis; Drosophila ananassae; Nilaparvata lugens; Plutella xylostella; Pediculus humanus corporis; Ceratosolen solmsi marchali; Limulus polyphemus; Bemisia tabaci; Diaphorina citri; Frankliniella occidentalis; Lasius niger; Aedes aegypti; Oryctes borbonicus; Dinoponera quadriceps; Leptinotarsa decemlineata; Nilaparvata lugens; Linepithema humile; Rhopalosiphum maidis; Halyomorpha halys; Bemisia tabaci; Ceratina calcarata; Carassius auratus; Copidosoma floridanum; Sipha flava; Anoplophora glabripennis; 
QBDW01000027.1,7704,0.00012980269989615784,Unknown,0.22481827622014539,77.1,Cimex lectularius; 
QBDW01000028.1,140560,0.0003770631758679567,Unknown,0.24885458167330676,81.53018867924528,Cimex lectularius; Planococcus citri; Planococcus citri; Zootermopsis nevadensis; Planococcus kraunhiae; Planococcus kraunhiae; Planococcus kraunhiae; Tribolium castaneum; Athalia rosae; Cimex lectularius; Bemisia tabaci; Dendroctonus ponderosae; Frankliniella occidentalis; Rhopalosiphum maidis; Operophtera brumata; Bemisia tabaci; Myzus persicae; Agrilus planipennis; Dialeurodes citri; Nilaparvata lugens; Halyomorpha halys; Dialeurodes citri; Oryctes borbonicus; Cryptotermes secundus; Apis mellifera; Diaphorina citri; Diaphorina citri; Ctenocephalides felis; Diaphorina citri; Harpegnathos saltator; Sogatella furcifera; Polistes canadensis; Rhopalosiphum maidis; Sogatella furcifera; Dialeurodes citri; Cryptotermes secundus; Onthophagus taurus; Nicrophorus vespilloides; Grapholitha molesta; Nilaparvata lugens; Rhopalosiphum maidis; Rhopalosiphum maidis; Apis florea; Ctenocephalides felis; Nicrophorus vespilloides; Zootermopsis nevadensis; Cimex lectularius; Limulus polyphemus; Copidosoma floridanum; Oryctes borbonicus; Cryptotermes secundus; Zootermopsis nevadensis; Halyomorpha halys; 
QBDW01000029.1,64002,3.1249023468016625e-05,Unknown,0.23183650510921533,58.4,Danaus plexippus plexippus; Apis mellifera; 
QBDW01000030.1,9527,0.00010496483677967881,Unknown,0.3244463104859872,28.5,Lygus hesperus; 
QBDW01000031.1,5910,0.0,Unknown,0.2954314720812183,NA,
QBDW01000032.1,29193,6.850957421299626e-05,Unknown,0.24636042886993456,86.55000000000001,Zootermopsis nevadensis; Stegodyphus mimosarum; 
QBDW01000033.1,3049,0.0006559527714004591,Unknown,0.2518858642177763,75.55,Habropoda laboriosa; Coturnix japonica; 
QBDW01000034.1,5146,0.0,Unknown,0.3567819665759813,NA,
QBDW01000035.1,2599,0.0,Unknown,0.3024240092343209,NA,
QBDW01000036.1,224155,0.00010260757065423479,Unknown,0.25932055943432,59.560869565217395,Camponotus floridanus; Bemisia tabaci; Cephus cinctus; Caenorhabditis remanei; Agrilus planipennis; Nilaparvata lugens; Diaphorina citri; Diaphorina citri; Copidosoma floridanum; Bemisia tabaci; Nilaparvata lugens; Branchiostoma floridae; Oryctes borbonicus; Pediculus humanus corporis; Daphnia magna; Pediculus humanus corporis; Nicrophorus vespilloides; Zootermopsis nevadensis; Limulus polyphemus; Anoplophora glabripennis; Tribolium castaneum; Candidatus Cardinium hertigii; Myzus persicae; 
QBDW01000037.1,70447,4.258520589947052e-05,Unknown,0.24564566269677915,65.93333333333334,Diaphorina citri; Spodoptera litura; Cryptotermes secundus; 
QBDW01000038.1,15665,0.0,Unknown,0.32990743696137886,NA,
QBDW01000039.1,276378,0.00019538458198554154,Unknown,0.2506024357944554,64.13333333333334,Tribolium castaneum; Diaphorina citri; Cimex lectularius; Scophthalmus maximus; Microplitis demolitor; Aethina tumida; Blattella germanica; Bemisia tabaci; Aedes aegypti; Cimex lectularius; Laodelphax striatella; Amyelois transitella; Sipha flava; Zootermopsis nevadensis; Zootermopsis nevadensis; Dinothrombium tinctorium; Nilaparvata lugens; Bemisia tabaci; Halyomorpha halys; Cimex lectularius; Agrilus planipennis; Cryptotermes secundus; Bemisia tabaci; Fopius arisanus; Bemisia tabaci; Rhopalosiphum maidis; Nilaparvata lugens; Caenorhabditis briggsae; Gongylonema pulchrum; Bemisia tabaci; Trachymyrmex cornetzi; Pseudomyrmex gracilis; Pediculus humanus corporis; Nilaparvata lugens; Riptortus pedestris; Sipha flava; Anoplophora glabripennis; Tribolium castaneum; Bemisia tabaci; Melanaphis sacchari; Melanaphis sacchari; Bactrocera oleae; GTP; Adelium sp. CO135; GTP; Gammaproteobacteria bacterium 2W06; GTP; Diaphorina citri; Bemisia tabaci; Bemisia tabaci; Clupea harengus; Macaca nemestrina; Stegodyphus mimosarum; Limulus polyphemus; 
QBDW01000040.1,6638,0.0,Unknown,0.3442301898162097,NA,
QBDW01000041.1,53519,0.00014947962405874549,Unknown,0.2614211775257385,63.9875,Melanaphis sacchari; Mus caroli; Nicrophorus vespilloides; Laodelphax striatella; Blattella germanica; Blattella germanica; Cimex lectularius; Melipona quadrifasciata; 
QBDW01000042.1,168306,0.00010100650006535715,Unknown,0.25069813316221645,54.61764705882353,Bemisia tabaci; Anoplophora glabripennis; Danaus plexippus plexippus; Drosophila virilis; Bemisia tabaci; Bemisia tabaci; Diaphorina citri; Cryptotermes secundus; Bicyclus anynana; Orussus abietinus; Zootermopsis nevadensis; Diaphorina citri; Sipha flava; Bemisia tabaci; Acyrthosiphon pisum; Frankliniella occidentalis; Cryptotermes secundus; 
QBDW01000043.1,17151,0.00011661127631041922,Unknown,0.28919596524983965,44.75,Myzus persicae; Sipha flava; 
QBDW01000044.1,305466,0.0001145790366194601,Unknown,0.2299699475555381,63.29714285714286,Zootermopsis nevadensis; Halyomorpha halys; Diaphorina citri; Lasius niger; Armadillidium vulgare; Diaphorina citri; Ixodes scapularis; Bemisia tabaci; Rhopalosiphum maidis; Bemisia tabaci; Nilaparvata lugens; Melanaphis sacchari; Dendroctonus ponderosae; Halyomorpha halys; Bemisia tabaci; Diaphorina citri; Bemisia tabaci; Diaphorina citri; Diaphorina citri; Cryptotermes secundus; Sipha flava; Cimex lectularius; Cryptotermes secundus; Vollenhovia emeryi; Bemisia tabaci; Cimex lectularius; Ctenocephalides felis; Diaphorina citri; Anoplophora glabripennis; Bemisia tabaci; Ceratina calcarata; Cimex lectularius; Nicrophorus vespilloides; Anopheles darlingi; Cimex lectularius; 
QBDW01000045.1,10086,0.000694031330557208,Unknown,0.3110251834225659,50.97142857142857,Ctenocephalides felis; Cryptotermes secundus; Bemisia tabaci; Bemisia tabaci; Zootermopsis nevadensis; Ctenocephalides felis; Acyrthosiphon pisum; 
QBDW01000046.1,7881,0.0,Unknown,0.3064331937571374,NA,
QBDW01000047.1,160694,4.356105392858476e-05,Unknown,0.2505133981355869,62.142857142857146,Fopius arisanus; Sipha flava; Vanessa tameamea; Bemisia tabaci; Nilaparvata lugens; Halyomorpha halys; Bemisia tabaci; 
QBDW01000048.1,3547,0.0,Unknown,0.23202706512545812,NA,
QBDW01000049.1,4211,0.0,Unknown,0.27736879601044884,NA,
QBDW01000050.1,4004,0.0,Unknown,0.233016983016983,NA,
QBDW01000051.1,88993,3.371051655748205e-05,Unknown,0.25997550369130157,62.900000000000006,Bemisia tabaci; Bemisia tabaci; Cynoglossus semilaevis; 
QBDW01000052.1,4461,0.00022416498542927594,Unknown,0.40506612867070163,39.4,Helicoverpa armigera; 
QBDW01000053.1,251214,0.00013136210561513293,Unknown,0.2952900714132174,65.14545454545454,Oesophagostomum dentatum; Frankliniella occidentalis; Bemisia tabaci; Cryptotermes secundus; Bemisia tabaci; Cryptotermes secundus; Ceratitis capitata; Bemisia tabaci; Copidosoma floridanum; Pediculus humanus corporis; Dendroctonus ponderosae; Diaphorina citri; Dufourea novaeangliae; Diaphorina citri; Anoplophora glabripennis; Zootermopsis nevadensis; Cryptotermes secundus; Lethocerus indicus; Bemisia tabaci; Bemisia tabaci; Halyomorpha halys; Agrilus planipennis; Cricetulus griseus; Leptinotarsa decemlineata; Ericerus pela; Ixodes scapularis; Ericerus pela; Blattella germanica; Ericerus pela; Amyelois transitella; Parasteatoda tepidariorum; Parasteatoda tepidariorum; Bemisia tabaci; 
QBDW01000054.1,26378,0.0,Unknown,0.24334672833421792,NA,
QBDW01000055.1,144851,4.142187489213053e-05,Unknown,0.2460873587341475,75.18333333333334,Cimex lectularius; Poecilia reticulata; Bemisia tabaci; Ooceraea biroi; Maconellicoccus hirsutus; Folsomia candida; 
QBDW01000056.1,4340,0.0,Unknown,0.2488479262672811,NA,
QBDW01000057.1,222337,0.0002383768783423362,Unknown,0.24728677637999974,68.19811320754717,Orchesella cincta; Diachasma alloeum; Cimex lectularius; Oikopleura dioica; Gryllus bimaculatus; Frankliniella occidentalis; Nilaparvata lugens; Bemisia tabaci; Camponotus floridanus; Pediculus humanus corporis; Zootermopsis nevadensis; Notechis scutatus; Ctenocephalides felis; Maconellicoccus hirsutus; Maconellicoccus hirsutus; Maconellicoccus hirsutus; Cimex lectularius; Maconellicoccus hirsutus; Daphnia pulex; Cimex lectularius; Halyomorpha halys; candidate division TM6 bacterium GW2011_GWF2_32_72; Cimex lectularius; Papilio polytes; Diuraphis noxia; Halyomorpha halys; Harpegnathos saltator; Stegodyphus mimosarum; Amyelois transitella; Brugia malayi; Pediculus humanus corporis; Phenacoccus solenopsis; Apis mellifera; Bemisia tabaci; Melanaphis sacchari; Lasius niger; Prunus persica; Riptortus pedestris; Sipha flava; Orussus abietinus; Cimex lectularius; Zootermopsis nevadensis; Sipha flava; Maconellicoccus hirsutus; Melanaphis sacchari; Nilaparvata lugens; Bemisia tabaci; Nilaparvata lugens; Leptinotarsa decemlineata; Bemisia tabaci; Bemisia tabaci; Ctenocephalides felis; Zootermopsis nevadensis; 
QBDW01000058.1,11706,0.0,Unknown,0.2585853408508457,NA,
QBDW01000059.1,15429,6.481301445330222e-05,Unknown,0.2502430488041999,66.9,Nilaparvata lugens; 
QBDW01000060.1,44147,0.00022651595804924456,Unknown,0.24076381181054204,85.96000000000001,Cryptotermes secundus; Blattella germanica; Zootermopsis nevadensis; Frankliniella occidentalis; Rhopalosiphum maidis; Ctenocephalides felis; Cephus cinctus; Aedes aegypti; Bemisia tabaci; Drosophila melanogaster; 
QBDW01000061.1,49648,6.042539477924589e-05,Unknown,0.22021028037383178,48.36666666666667,Musca domestica; Myotis lucifugus; Bemisia tabaci; 
QBDW01000062.1,33750,0.0,Unknown,0.263437037037037,NA,
QBDW01000063.1,17125,0.0,Unknown,0.2581021897810219,NA,
QBDW01000064.1,33807,2.9579672848818294e-05,Unknown,0.30233383618777177,37.4,Linepithema humile; 
QBDW01000065.1,188858,7.4129769456417e-05,Unknown,0.23889377204036896,72.32142857142857,Nicrophorus vespilloides; Bemisia tabaci; Zootermopsis nevadensis; Bemisia tabaci; Diaphorina citri; Maconellicoccus hirsutus; Maconellicoccus hirsutus; Bemisia tabaci; Trichogramma pretiosum; Fopius arisanus; Frankliniella occidentalis; Halyomorpha halys; Pediculus humanus corporis; Nilaparvata lugens; 
QBDW01000066.1,6293,0.0004767201652629906,Unknown,0.25997139679008424,66.5,Methylocystis sp. ATCC 49242; Apis cerana cerana; Tortispora caseinolytica NRRL Y-17796; 
QBDW01000067.1,33634,0.0,Unknown,0.3622822144258786,NA,
QBDW01000068.1,347124,4.3212223873889444e-05,Unknown,0.22985734204491767,54.02,Brugia timori; Sipha flava; Sipha flava; Bemisia tabaci; Oryctes borbonicus; Nilaparvata lugens; Diaphorina citri; Cryptotermes secundus; Diaphorina citri; Bactrocera latifrons; Aedes albopictus; Rhopalosiphum maidis; Nilaparvata lugens; Danaus plexippus plexippus; Anopheles sinensis; 
QBDW01000069.1,8171,0.0,Unknown,0.21882266552441562,NA,
QBDW01000070.1,28887,0.000692352961539793,Unknown,0.29601550870633847,70.225,Centruroides sculpturatus; Athalia rosae; Dryocoetiops coffeae; Daphnia magna; Pediculus humanus corporis; Myzus persicae; Zootermopsis nevadensis; Microbotryum lychnidis-dioicae p1A1 Lamole; Calidris pugnax; Enterobius vermicularis; NAD; NAD; NAD; Acyrthosiphon pisum; Zootermopsis nevadensis; Cryptotermes secundus; Zootermopsis nevadensis; Bemisia tabaci; Bemisia tabaci; Nilaparvata lugens; 
QBDW01000071.1,17561,0.00045555492284038494,Unknown,0.27578156141449806,67.5,Planococcus citri; Penaeus vannamei; Sipha flava; Bemisia tabaci; Agrilus planipennis; Harpegnathos saltator; Zootermopsis nevadensis; Nilaparvata lugens; 
QBDW01000072.1,22479,4.4485964678144046e-05,Unknown,0.29187241425330307,81.5,Frankliniella occidentalis; 
QBDW01000073.1,12323,0.00032459628337255537,Unknown,0.341312991966242,38.3,Maconellicoccus hirsutus; Clostridium autoethanogenum; Nicrophorus vespilloides; Maconellicoccus hirsutus; 
QBDW01000074.1,212163,0.00012726064393885834,Unknown,0.3052652913090407,60.15925925925926,Exaiptasia pallida; Frankliniella occidentalis; Cryptotermes secundus; Tribolium castaneum; Bemisia tabaci; Trichomalopsis sarcophagae; Diaphorina citri; Leptotrombidium deliense; Trichomalopsis sarcophagae; Rhizoclosmatium globosum; Agrilus planipennis; Oncopeltus fasciatus; Anopheles darlingi; Dendroctonus ponderosae; Myzus persicae; Sipha flava; Zootermopsis nevadensis; Blattella germanica; Harpegnathos saltator; Diaphorina citri; Nilaparvata lugens; Frankliniella occidentalis; Diachasma alloeum; Acromyrmex echinatior; Zeugodacus cucurbitae; Euperipatoides kanangrensis; Occidentia massiliensis; 
QBDW01000075.1,11492,0.0002610511660285416,Unknown,0.34232509571876085,75.2,Nilaparvata lugens; Ceratina calcarata; Diaphorina citri; 
QBDW01000076.1,115023,2.6081740173704388e-05,Unknown,0.28291732957756277,40.86666666666667,Aedes aegypti; Bemisia tabaci; Nicrophorus vespilloides; 
QBDW01000077.1,11117,8.995232526760817e-05,Unknown,0.28910677341009267,42.4,Papilio xuthus; 
QBDW01000078.1,12162,0.000328893274132544,Unknown,0.2988817628679494,76.55,Cryptotermes secundus; Bemisia tabaci; Bemisia tabaci; Bemisia tabaci; 
QBDW01000079.1,9592,0.0,Unknown,0.18275646371976648,NA,
QBDW01000080.1,7557,0.0,Unknown,0.2395130342728596,NA,
QBDW01000081.1,58369,0.0,Unknown,0.24934468639174903,NA,
QBDW01000082.1,109948,3.638083457634518e-05,Unknown,0.24643467821151818,51.65,Zootermopsis nevadensis; Cryptotermes secundus; Cryptotermes secundus; Cryptotermes secundus; 
QBDW01000083.1,30937,0.00016161877363674563,Unknown,0.2706791220868216,63.14,Cryptotermes secundus; Bemisia tabaci; Sipha flava; Bemisia tabaci; Clunio marinus; 
QBDW01000084.1,98197,0.00012220332596718842,Unknown,0.2326547654205322,57.65,Cimex lectularius; Bemisia tabaci; Halyomorpha halys; Nilaparvata lugens; Zootermopsis nevadensis; Bemisia tabaci; Zeugodacus cucurbitae; Aedes albopictus; Hyposmocoma kahamanoa; Hyposmocoma kahamanoa; Plutella xylostella; Habropoda laboriosa; 
QBDW01000085.1,2033,0.0,Unknown,0.2843089030988687,NA,
QBDW01000086.1,25074,7.976389885937624e-05,Unknown,0.2374172449549334,47.349999999999994,Nilaparvata lugens; Cryptotermes secundus; 
QBDW01000087.1,2963,0.0,Unknown,0.16604792440094499,NA,
QBDW01000088.1,2017,0.0,Unknown,0.21021318790282598,NA,
QBDW01000089.1,56915,1.7570060616709128e-05,Unknown,0.24081525081261532,24.7,Thelohanellus kitauei; 
QBDW01000090.1,55826,8.956400243614086e-05,Unknown,0.2641063303836922,56.22,Acyrthosiphon pisum; Bemisia tabaci; Rhopalosiphum maidis; Bemisia tabaci; Rhopalosiphum maidis; 
QBDW01000091.1,12236,0.00040863027133050016,Unknown,0.27214776070611313,71.98,Agrilus planipennis; Trachymyrmex cornetzi; Halyomorpha halys; Maconellicoccus hirsutus; Maconellicoccus hirsutus; 
QBDW01000092.1,7220,0.00013850415512465375,Unknown,0.2497229916897507,52.5,Melanaphis sacchari; 
QBDW01000093.1,12622,7.922674694977024e-05,Unknown,0.2560608461416574,84.6,Orussus abietinus; 
QBDW01000094.1,29602,0.00016890750624957773,Unknown,0.27758259577055605,48.4,Hydra vulgaris; Halyomorpha halys; Nilaparvata lugens; Dendroctonus ponderosae; Frankliniella occidentalis; 
QBDW01000095.1,127287,0.0004085256153417081,Unknown,0.2851430232466788,65.13461538461539,Ixodes scapularis; Diuraphis noxia; Ctenocephalides felis; Anoplophora glabripennis; Frankliniella occidentalis; Aethina tumida; Nicrophorus vespilloides; Polistes canadensis; Trachymyrmex zeteki; Galleria mellonella; Bemisia tabaci; Bemisia tabaci; Zootermopsis nevadensis; Agrilus planipennis; Blattella germanica; Bemisia tabaci; Blattella germanica; Sipha flava; Chara braunii; Tribolium castaneum; Bemisia tabaci; Bemisia tabaci; Diaphorina citri; Bemisia tabaci; Penaeus vannamei; Cimex lectularius; Nilaparvata lugens; Frankliniella occidentalis; Bemisia tabaci; Blattella germanica; Cryptotermes secundus; Nilaparvata lugens; Zootermopsis nevadensis; Chinchilla lanigera; Bemisia tabaci; Blattella germanica; Anopheles gambiae str. PEST; Leptotrombidium deliense; Crassostrea gigas; Rhopalosiphum maidis; Saimiri boliviensis boliviensis; Tinamus guttatus; Maconellicoccus hirsutus; Papilio machaon; Maconellicoccus hirsutus; Maconellicoccus hirsutus; Eurytemora affinis; Diaphorina citri; Operophtera brumata; Mizuhopecten yessoensis; Papilio polytes; Bemisia tabaci; 
QBDW01000096.1,63335,0.00015789058182679404,Unknown,0.24739875266440356,54.26,Bemisia tabaci; Hydra vulgaris; Ramazzottius varieornatus; Anopheles sinensis; Bemisia tabaci; Megachile rotundata; Ctenocephalides felis; Zootermopsis nevadensis; Zootermopsis nevadensis; Apaloderma vittatum; 
QBDW01000097.1,12365,8.087343307723413e-05,Unknown,0.22167408006469874,34.5,Bemisia tabaci; 
QBDW01000098.1,11256,0.0,Unknown,0.3344882729211087,NA,
QBDW01000099.1,61965,0.000355039134995562,Unknown,0.25401436294682483,72.37727272727273,Stegodyphus mimosarum; Camponotus floridanus; Maconellicoccus hirsutus; Maconellicoccus hirsutus; Myzus persicae; Myzus persicae; Tribolium castaneum; Oryctes borbonicus; Pieris rapae; Bicyclus anynana; Clunio marinus; Diaphorina citri; Nilaparvata lugens; Branchiostoma floridae; Anoplophora glabripennis; Nilaparvata lugens; Cryptotermes secundus; Bemisia tabaci; Nilaparvata lugens; Nilaparvata lugens; Bemisia tabaci; Pediculus humanus corporis; 
QBDW01000100.1,5299,0.0,Unknown,0.23645970937912814,NA,
QBDW01000101.1,7835,0.0,Unknown,0.190044671346522,NA,
QBDW01000102.1,128079,0.00010930753675465924,Unknown,0.23650247113109876,58.114285714285714,Centruroides sculpturatus; Phaseolus vulgaris; Nilaparvata lugens; Zootermopsis nevadensis; Lasius niger; Frankliniella occidentalis; Zootermopsis nevadensis; Cryptotermes secundus; Bemisia tabaci; Trichomalopsis sarcophagae; Blattella germanica; Nilaparvata lugens; Nilaparvata lugens; Chilo suppressalis; 
QBDW01000103.1,5189,0.0001927153594141453,Unknown,0.2615147427249952,83.6,Merops nubicus; 
QBDW01000104.1,18568,0.0,Unknown,0.27714347264110295,NA,
QBDW01000105.1,22215,0.0,Unknown,0.2598244429439568,NA,
QBDW01000106.1,4094,0.0,Unknown,0.20859794821690278,NA,
QBDW01000107.1,2449,0.0,Unknown,0.14250714577378523,NA,
QBDW01000108.1,16672,0.00017994241842610365,Unknown,0.25467850287907867,55.1,Halyomorpha halys; Nilaparvata lugens; Melanaphis sacchari; 
QBDW01000109.1,4098,0.0,Unknown,0.28330893118594436,NA,
QBDW01000110.1,98951,7.074208446604886e-05,Unknown,0.27628826388818706,60.699999999999996,Blattella germanica; Bemisia tabaci; Nephila clavipes; Galleria mellonella; Zootermopsis nevadensis; Zootermopsis nevadensis; Frankliniella occidentalis; 
QBDW01000111.1,24714,0.00032370316419843,Unknown,0.34094035769199643,49.975,Hydra vulgaris; Hydra vulgaris; Blattella germanica; Cimex lectularius; Blattella germanica; Rhopalosiphum maidis; Blattella germanica; Acyrthosiphon pisum; 
QBDW01000112.1,116645,2.5719062111535e-05,Unknown,0.2287110463371769,61.46666666666666,Myzus persicae; Diaphorina citri; Bemisia tabaci; 
QBDW01000113.1,18814,5.315190815350271e-05,Unknown,0.24279791644520038,63.1,Cimex lectularius; 
QBDW01000114.1,38678,5.170898185014737e-05,Unknown,0.2501421997000879,46.65,Rhopalosiphum maidis; Maylandia zebra; 
QBDW01000115.1,9535,0.0001048767697954903,Unknown,0.1739905610907184,60.4,Halyomorpha halys; 
QBDW01000116.1,112015,8.927375797884212e-05,Unknown,0.22931750212025176,86.39,Zootermopsis nevadensis; Cimex lectularius; Diaphorina citri; Dendroctonus ponderosae; Zootermopsis nevadensis; Blattella germanica; Blattella germanica; Megachile rotundata; Rhopalosiphum maidis; Bemisia tabaci; 
QBDW01000117.1,52194,0.0,Unknown,0.29279227497413496,NA,
QBDW01000118.1,4715,0.0,Unknown,0.25196182396606576,NA,
QBDW01000119.1,5011,0.0,Unknown,0.237277988425464,NA,
